Date,Open,High,Low,Close,Adj Close,Volume
2012-11-09,77.202858,79.26857,76.245712,78.151428,68.6035,232478400.0
2012-11-12,79.164284,79.214287,76.949997,77.547142,68.073044,128950500.0
2012-11-13,76.987144,78.639999,76.622856,77.557144,68.08181,133237300.0
2012-11-14,77.928574,78.207146,76.597145,76.697144,67.326889,119292600.0
2012-11-15,76.790001,77.071426,74.660004,75.08857,65.914833,197477700.0
2012-11-16,75.028572,75.714287,72.25,75.382858,66.173149,316723400.0
2012-11-19,77.244286,81.071426,77.125717,80.818573,70.944801,205829400.0
2012-11-20,81.701431,81.707146,79.225716,80.129997,70.340355,160688500.0
2012-11-21,80.60714,81.052856,79.514282,80.242859,70.439415,93250500.0
2012-11-23,81.024284,81.714287,80.371429,81.64286,71.668404,68206600.0
2012-11-26,82.271431,84.285713,81.958572,84.218575,73.929398,157644900.0
2012-11-27,84.221428,84.345711,82.871429,83.540001,73.33374,133332500.0
2012-11-28,82.46714,83.685715,81.751427,83.277145,73.103004,130216100.0
2012-11-29,84.317146,84.89286,83.60714,84.194283,73.908081,128674700.0
2012-11-30,83.827141,84.057144,83.239998,83.611427,73.396439,97829900.0
2012-12-03,84.807144,84.941429,83.64286,83.741432,73.510567,91070000.0
2012-12-04,83.114288,83.114288,81.732857,82.264282,72.213882,139267100.0
2012-12-05,81.272858,81.321426,76.96714,76.970001,67.566399,261159500.0
2012-12-06,75.562859,79.044289,74.089996,78.177139,68.626076,294303100.0
2012-12-07,79.057144,79.314285,75.714287,76.178574,66.871666,196760200.0
2012-12-10,75.0,76.93,74.511429,75.688568,66.441528,157621100.0
2012-12-11,77.110001,78.508568,76.767143,77.341431,67.892464,148086400.0
2012-12-12,78.252853,78.285713,76.610001,77.0,67.592758,121786000.0
2012-12-13,75.878571,76.805717,75.114288,75.669998,66.425201,156314900.0
2012-12-14,73.535713,74.01857,72.225716,72.827141,63.92968,252394800.0
2012-12-17,72.704285,74.285713,71.604286,74.118568,65.063339,189401800.0
2012-12-18,75.0,76.414284,74.321426,76.271431,66.953171,156421300.0
2012-12-19,75.924286,76.242859,75.071426,75.187141,66.001366,112342300.0
2012-12-20,75.714287,75.742859,74.125717,74.53286,65.426994,120422400.0
2012-12-21,73.209999,74.238571,72.891426,74.190002,65.126045,149067100.0
2012-12-24,74.335716,74.89286,74.101425,74.309998,65.231392,43938300.0
2012-12-26,74.14286,74.208572,73.017143,73.285713,64.33223,75609100.0
2012-12-27,73.362854,73.75,72.094284,73.580002,64.590576,113780100.0
2012-12-28,72.898575,73.497147,72.58857,72.798569,63.904606,88569600.0
2012-12-31,72.932854,76.485718,72.714287,76.024284,66.736229,164873100.0
2013-01-02,79.117142,79.285713,77.375717,78.432854,68.850548,140129500.0
2013-01-03,78.26857,78.524284,77.285713,77.442856,67.981491,88241300.0
2013-01-04,76.709999,76.947144,75.118568,75.285713,66.087891,148583400.0
2013-01-07,74.571426,75.614288,73.599998,74.842857,65.699158,121039100.0
2013-01-08,75.601425,75.984283,74.464287,75.044289,65.875954,114676800.0
2013-01-09,74.64286,75.001427,73.71286,73.871429,64.84639,101901100.0
2013-01-10,75.507141,75.531425,73.645714,74.78714,65.650238,150286500.0
2013-01-11,74.428574,75.045715,74.145714,74.328575,65.247704,87626700.0
2013-01-14,71.811432,72.5,71.215714,71.678574,62.921452,183551900.0
2013-01-15,71.185715,71.284286,69.054283,69.417145,60.936287,219193100.0
2013-01-16,70.662857,72.777145,70.35714,72.298569,63.465691,172701200.0
2013-01-17,72.901428,72.964287,71.718575,71.811432,63.038078,113419600.0
2013-01-18,71.21714,71.745712,70.914284,71.428574,62.701996,118230700.0
2013-01-22,72.080002,72.554283,70.947144,72.110001,63.300167,115386600.0
2013-01-23,72.687141,73.57,72.110001,73.43,64.458878,215377400.0
2013-01-24,65.714287,66.53286,64.321426,64.35714,56.49448,365213100.0
2013-01-25,64.527145,65.175713,62.142857,62.84,55.162701,302006600.0
2013-01-28,62.547142,64.744286,62.265713,64.261429,56.410473,196379400.0
2013-01-29,65.5,65.742859,64.58857,65.46714,57.468884,142789500.0
2013-01-30,65.285713,66.085716,64.928574,65.261429,57.288307,104288800.0
2013-01-31,65.28286,65.611427,64.997147,65.07,57.120266,79833600.0
2013-02-01,65.587143,65.639999,64.050003,64.802856,56.885754,134871100.0
2013-02-04,64.844284,65.134285,63.142857,63.188572,55.468674,119279300.0
2013-02-05,63.435715,65.677139,63.174286,65.405716,57.414951,143336900.0
2013-02-06,65.209999,66.64286,64.654289,65.335716,57.353516,148426600.0
2013-02-07,66.178574,67.14286,64.874283,66.888573,59.058853,176145200.0
2013-02-08,67.714287,68.401428,66.89286,67.854286,59.911518,158289600.0
2013-02-11,68.071426,69.277145,67.60714,68.561432,60.535877,129372600.0
2013-02-12,68.501427,68.91143,66.82,66.842857,59.018475,152263300.0
2013-02-13,66.744286,67.662857,66.174286,66.715714,58.906216,118801900.0
2013-02-14,66.360001,67.377144,66.288574,66.655716,58.853249,88818800.0
2013-02-15,66.978569,67.165718,65.702858,65.737144,58.042206,97936300.0
2013-02-19,65.871429,66.104286,64.835716,65.71286,58.020763,108945900.0
2013-02-20,65.384285,65.384285,64.114288,64.121429,56.615623,119075600.0
2013-02-21,63.714287,64.167145,63.259998,63.722858,56.263714,111795600.0
2013-02-22,64.178574,64.514282,63.799999,64.401428,56.862831,82663700.0
2013-02-25,64.835716,65.017143,63.224285,63.257141,55.852501,93144800.0
2013-02-26,63.402859,64.505714,62.522858,64.138573,56.630756,125374900.0
2013-02-27,64.061432,64.634285,62.950001,63.509998,56.075764,146837600.0
2013-02-28,63.435715,63.98143,63.057144,63.057144,55.675922,80628800.0
2013-03-01,62.57143,62.597141,61.425713,61.495716,54.297264,138112100.0
2013-03-04,61.114285,61.171429,59.857143,60.007141,52.982929,145688900.0
2013-03-05,60.21143,62.169998,60.107143,61.591427,54.381771,159608400.0
2013-03-06,62.072857,62.17857,60.632858,60.808571,53.690552,115062500.0
2013-03-07,60.642857,61.715714,60.151428,61.511429,54.311134,117118400.0
2013-03-08,61.400002,62.204285,61.23,61.674286,54.454929,97870500.0
2013-03-11,61.392857,62.715714,60.734287,62.552856,55.230663,118559000.0
2013-03-12,62.228573,62.697144,61.081429,61.204285,54.03994,116477900.0
2013-03-13,61.207142,62.07143,60.765713,61.192856,54.029842,101387300.0
2013-03-14,61.832859,62.091427,61.492859,61.785713,54.55331,75968900.0
2013-03-15,62.561428,63.46143,62.464287,63.380001,55.960979,160990200.0
2013-03-18,63.064285,65.351425,63.028572,65.102859,57.482178,151549300.0
2013-03-19,65.64286,65.852859,64.071426,64.927139,57.327007,131693800.0
2013-03-20,65.345711,65.375717,64.227142,64.582855,57.023029,77165200.0
2013-03-21,64.317146,65.425713,64.300003,64.675713,57.105022,95813900.0
2013-03-22,64.940002,66.014282,64.730003,65.987144,58.262951,98776300.0
2013-03-25,66.384285,67.135712,65.968575,66.225716,58.473579,125283900.0
2013-03-26,66.491432,66.548569,65.790001,65.877144,58.165817,73573500.0
2013-03-27,65.208572,65.257141,64.389999,64.582855,57.023029,82809300.0
2013-03-28,64.260002,64.545715,63.08857,63.237144,55.834843,110709900.0
2013-04-01,63.128571,63.385715,61.105713,61.272858,54.100498,97433000.0
2013-04-02,61.085712,62.591427,60.914288,61.398571,54.211483,132379800.0
2013-04-03,61.624287,62.468571,61.472858,61.712856,54.488991,90804000.0
2013-04-04,61.965714,62.142857,60.75,61.102856,53.95039,89611900.0
2013-04-05,60.642857,60.707142,59.954285,60.457142,53.380264,95923800.0
2013-04-08,60.692856,61.07143,60.355713,60.887142,53.759933,75207300.0
2013-04-09,60.908573,61.214287,60.392857,60.997143,53.857048,76653500.0
2013-04-10,61.157143,62.437141,60.85857,62.241428,54.955688,93982000.0
2013-04-11,61.959999,62.57,61.599998,62.047142,54.784145,82091100.0
2013-04-12,62.021427,62.021427,61.298573,61.400002,54.212742,59653300.0
2013-04-15,61.0,61.127144,59.935715,59.978573,52.95771,79380000.0
2013-04-16,60.224285,60.944286,60.081429,60.89143,53.763706,76442800.0
2013-04-17,60.03857,60.085712,56.872856,57.542858,50.80711,236264000.0
2013-04-18,57.855713,57.970001,55.677143,56.007141,49.451168,166574800.0
2013-04-19,55.424286,57.085712,55.014286,55.790001,49.259438,152318600.0
2013-04-22,56.091427,57.457142,55.895714,56.952858,50.286175,107480100.0
2013-04-23,57.712856,58.34,56.972858,58.01857,51.227139,166059600.0
2013-04-24,56.220001,59.32143,56.07143,57.922855,51.14262,242412800.0
2013-04-25,58.747143,59.134285,58.142857,58.34,51.510948,96209400.0
2013-04-26,58.544285,59.824287,58.32143,59.599998,52.623451,191024400.0
2013-04-29,60.064285,61.945713,60.0,61.445713,54.253109,160081600.0
2013-04-30,62.157143,63.607143,61.724285,63.254284,55.849964,172884600.0
2013-05-01,63.494286,63.561428,62.055714,62.755714,55.409767,126727300.0
2013-05-02,63.111427,64.084282,62.947144,63.645714,56.195595,105457100.0
2013-05-03,64.472855,64.747147,64.164284,64.28286,56.758148,90325200.0
2013-05-06,65.101425,66.028572,64.901428,65.815712,58.11158,124160400.0
2013-05-07,66.424286,66.535713,64.814285,65.522858,57.853008,120938300.0
2013-05-08,65.577141,66.48143,65.115715,66.262856,58.506386,118149500.0
2013-05-09,65.687141,66.14286,65.082855,65.252853,57.995953,99621900.0
2013-05-10,65.424286,65.672859,64.354286,64.709999,57.513474,83713000.0
2013-05-13,64.501427,65.414284,64.5,64.96286,57.738209,79237200.0
2013-05-14,64.835716,65.028572,63.164288,63.408573,56.356773,111779500.0
2013-05-15,62.737144,63.0,60.337143,61.264286,54.450962,185403400.0
2013-05-16,60.462856,62.549999,59.842857,62.082859,55.178509,150801000.0
2013-05-17,62.721428,62.869999,61.572857,61.894287,55.01091,106976100.0
2013-05-20,61.701427,63.685715,61.442856,63.275715,56.238693,112894600.0
2013-05-21,62.592857,63.639999,62.028572,62.808571,55.823502,114005500.0
2013-05-22,63.435715,64.050003,62.602856,63.049999,56.03809,110759600.0
2013-05-23,62.278572,63.737144,62.255714,63.162857,56.138401,88255300.0
2013-05-24,62.978573,63.665714,62.908573,63.592857,56.520561,69041700.0
2013-05-28,64.271431,64.444283,62.978573,63.062859,56.049515,96536300.0
2013-05-29,62.857143,63.92857,62.771427,63.564285,56.495171,82644100.0
2013-05-30,63.664288,64.928574,63.501427,64.511429,57.33699,88379900.0
2013-05-31,64.64286,65.300003,64.214287,64.247147,57.102085,96075700.0
2013-06-03,64.389999,64.622856,63.21143,64.388573,57.227791,93088100.0
2013-06-04,64.745712,64.918571,63.912857,64.187141,57.048763,73182200.0
2013-06-05,63.664288,64.388573,63.387142,63.587143,56.515488,72647400.0
2013-06-06,63.638573,63.857143,62.007141,62.637142,55.671135,104233500.0
2013-06-07,62.357143,63.32,61.824287,63.115715,56.096489,101133900.0
2013-06-10,63.532856,64.154289,62.400002,62.69857,55.725742,112538300.0
2013-06-11,62.248573,63.251427,61.902859,62.514286,55.561951,71528100.0
2013-06-12,62.785713,63.035713,61.642857,61.741428,54.875038,66306800.0
2013-06-13,61.785713,62.44857,61.25,62.279999,55.353714,71458100.0
2013-06-14,62.200001,62.327145,61.214287,61.435715,54.603321,67966500.0
2013-06-17,61.634285,62.242859,61.48,61.714287,54.850918,64853600.0
2013-06-18,61.651428,62.128571,61.458572,61.681427,54.821705,48756400.0
2013-06-19,61.628571,61.665714,60.42857,60.42857,53.708191,77735000.0
2013-06-20,59.900002,60.854286,59.310001,59.548573,52.926052,89327700.0
2013-06-21,59.784286,60.0,58.299999,59.07143,52.501984,120279600.0
2013-06-24,58.200001,58.380001,56.864285,57.505714,51.11039,120186500.0
2013-06-25,57.957142,58.255714,56.975716,57.51857,51.121815,78540700.0
2013-06-26,57.700001,57.827145,56.522858,56.867142,50.542839,91931000.0
2013-06-27,57.035713,57.341427,56.220001,56.254284,49.998131,84311500.0
2013-06-28,55.908573,57.181427,55.552856,56.647144,50.347298,144629100.0
2013-07-01,57.527142,58.895714,57.317142,58.459999,51.958546,97763400.0
2013-07-02,58.565716,60.232857,58.495716,59.784286,53.135551,117466300.0
2013-07-03,60.122856,60.425713,59.635715,60.114285,53.428848,60232200.0
2013-07-05,60.055714,60.470001,59.335712,59.631428,52.999695,68506200.0
2013-07-08,60.015713,60.142857,58.664288,59.292858,52.698784,74534600.0
2013-07-09,59.085712,60.5,58.625713,60.335712,53.625652,88146100.0
2013-07-10,59.942856,60.685715,59.75,60.104286,53.419975,70351400.0
2013-07-11,60.421429,61.17857,60.167141,61.041428,54.252888,81573100.0
2013-07-12,61.092857,61.398571,60.487144,60.93,54.153854,69890800.0
2013-07-15,60.715714,61.637142,60.685715,61.062859,54.271938,60479300.0
2013-07-16,60.931427,61.529999,60.595715,61.457142,54.622364,54134500.0
2013-07-17,61.385715,61.745716,61.174286,61.472858,54.636337,49747600.0
2013-07-18,61.91143,62.124287,61.515713,61.68,54.820435,54719700.0
2013-07-19,61.871429,61.997143,60.621429,60.707142,53.95578,67180400.0
2013-07-22,61.351429,61.392857,60.781429,60.901428,54.128464,51949100.0
2013-07-23,60.857143,60.994286,59.815716,59.855713,53.199036,92348900.0
2013-07-24,62.704285,63.512856,62.18,62.93,55.931431,147984200.0
2013-07-25,62.957142,63.057144,62.258572,62.642857,55.676224,57373400.0
2013-07-26,62.185715,63.005714,62.048573,62.998573,55.992386,50038100.0
2013-07-29,62.971428,64.284286,62.885715,63.970001,56.85577,62014400.0
2013-07-30,64.279999,65.307144,64.175713,64.760002,57.557915,77355600.0
2013-07-31,64.998573,65.334282,64.204285,64.647141,57.4576,80739400.0
2013-08-01,65.10714,65.257141,64.751427,65.239998,57.984528,51562700.0
2013-08-02,65.43,66.121429,65.237144,66.077141,58.728561,68695900.0
2013-08-05,66.384285,67.238571,66.021431,67.064285,59.605927,79713900.0
2013-08-06,66.860001,67.412857,66.024284,66.464287,59.07267,83714400.0
2013-08-07,66.257141,66.714287,65.96714,66.425713,59.038376,74714500.0
2013-08-08,66.265717,66.300003,65.421425,65.858574,58.920799,63944300.0
2013-08-09,65.519997,65.779999,64.807144,64.921425,58.082375,66716300.0
2013-08-12,65.265717,66.949997,65.232857,66.765717,59.732368,91108500.0
2013-08-13,67.277145,70.665718,66.864288,69.938568,62.570992,220485300.0
2013-08-14,71.125717,72.035713,70.485718,71.214287,63.712326,189093100.0
2013-08-15,70.917145,71.771431,69.868568,71.129997,63.636925,122573500.0
2013-08-16,71.449997,71.848572,71.265717,71.761429,64.201828,90576500.0
2013-08-19,72.048569,73.391426,72.0,72.534286,64.893272,127629600.0
2013-08-20,72.815712,72.938568,71.545715,71.581429,64.04081,89672100.0
2013-08-21,71.941429,72.449997,71.599998,71.765717,64.20565,83969900.0
2013-08-22,72.139999,72.227142,71.171425,71.851425,64.282341,61051900.0
2013-08-23,71.895714,71.907143,71.335716,71.574287,64.034378,55682900.0
2013-08-26,71.535713,72.885712,71.5,71.852859,64.283607,82741400.0
2013-08-27,71.14286,71.78714,69.471428,69.798569,62.445732,106047200.0
2013-08-28,69.428574,70.828575,69.428574,70.128571,62.740967,76902000.0
2013-08-29,70.235718,70.928574,70.16143,70.242859,62.843216,59914400.0
2013-08-30,70.285713,70.421425,69.5,69.602859,62.270653,68074300.0
2013-09-03,70.442856,71.514282,69.621429,69.797142,62.444466,82982200.0
2013-09-04,71.365715,71.748573,70.897141,71.241432,63.736599,86258200.0
2013-09-05,71.464287,71.525711,70.519997,70.752853,63.299492,59091900.0
2013-09-06,71.205711,71.339996,69.992859,71.174286,63.676525,89881400.0
2013-09-09,72.14286,72.559998,71.925713,72.309998,64.692596,85171800.0
2013-09-10,72.314285,72.492859,69.928574,70.662857,63.218979,185798900.0
2013-09-11,66.715714,67.669998,66.401428,66.815712,59.777115,224674100.0
2013-09-12,66.928574,67.914284,66.572861,67.527145,60.413586,101012800.0
2013-09-13,67.048569,67.404289,66.385712,66.414284,59.417957,74708900.0
2013-09-16,65.85714,65.944283,63.888573,64.302856,57.528954,135926700.0
2013-09-17,63.994286,65.672859,63.92857,65.045715,58.193565,99845200.0
2013-09-18,66.168571,66.621429,65.808571,66.382858,59.389862,114215500.0
2013-09-19,67.242859,67.975716,67.035713,67.471428,60.363731,101135300.0
2013-09-20,68.285713,68.364288,66.571426,66.772858,59.73877,174825700.0
2013-09-23,70.871429,70.987144,68.942856,70.091431,62.707752,190526700.0
2013-09-24,70.697144,70.781425,69.688568,69.871429,62.510921,91086100.0
2013-09-25,69.885712,69.94857,68.775711,68.790001,61.543415,79239300.0
2013-09-26,69.428574,69.794289,69.128571,69.459999,62.142822,59305400.0
2013-09-27,69.111427,69.238571,68.674286,68.964287,61.699341,57010100.0
2013-09-30,68.178574,68.808571,67.772858,68.10714,60.932487,65039100.0
2013-10-01,68.349998,69.877144,68.339996,69.708572,62.365208,88470900.0
2013-10-02,69.375717,70.257141,69.10714,69.937141,62.569702,72296000.0
2013-10-03,70.072861,70.335716,68.677139,69.058571,61.783703,80688300.0
2013-10-04,69.122856,69.228569,68.371429,69.004288,61.73513,64717100.0
2013-10-07,69.508568,70.378571,69.335716,69.678574,62.338379,78073100.0
2013-10-08,69.991432,70.091431,68.648575,68.705711,61.46801,72729300.0
2013-10-09,69.234283,69.684288,68.325714,69.512856,62.190121,75431300.0
2013-10-10,70.188568,70.339996,69.577141,69.94857,62.579937,69650700.0
2013-10-11,69.57,70.548569,69.308571,70.401428,62.985088,66934700.0
2013-10-14,69.975716,71.082855,69.907143,70.862854,63.3979,65474500.0
2013-10-15,71.072861,71.714287,70.788574,71.239998,63.735325,80018400.0
2013-10-16,71.541428,71.790001,71.318573,71.587143,64.045898,62775300.0
2013-10-17,71.425713,72.111427,71.382858,72.071426,64.479172,63398300.0
2013-10-18,72.284286,72.751427,72.244286,72.69857,65.040237,72635500.0
2013-10-21,73.110001,74.900002,73.074287,74.480003,66.634018,99526700.0
2013-10-22,75.201431,75.492859,72.575714,74.267143,66.443581,133515900.0
2013-10-23,74.14286,75.095711,74.14286,74.994286,67.094139,78430800.0
2013-10-24,75.0,76.067146,74.635712,75.987144,67.982399,96191200.0
2013-10-25,75.902855,76.175713,75.015717,75.137146,67.221924,84448000.0
2013-10-28,75.577141,75.85714,74.744286,75.697144,67.722931,137610200.0
2013-10-29,76.610001,77.035713,73.505714,73.811432,66.035889,158951800.0
2013-10-30,74.230003,75.360001,73.860001,74.985718,67.086464,88540900.0
2013-10-31,75.0,75.355713,74.46714,74.671425,66.805275,68924100.0
2013-11-01,74.860001,74.971428,73.691429,74.290001,66.464012,68722500.0
2013-11-04,74.442856,75.260002,74.115715,75.25,67.322884,61156900.0
2013-11-05,74.940002,75.555717,74.714287,75.064285,67.156746,66303300.0
2013-11-06,74.878571,74.980003,74.028572,74.417145,66.966484,55843900.0
2013-11-07,74.225716,74.741432,73.197144,73.21286,65.882751,65655100.0
2013-11-08,73.511429,74.447144,73.227142,74.365715,66.920204,69829200.0
2013-11-11,74.284286,74.524284,73.487144,74.150002,66.726067,56863100.0
2013-11-12,73.952858,74.845711,73.85714,74.28714,66.84948,51069200.0
2013-11-13,74.0,74.60714,73.851425,74.375717,66.929192,49305200.0
2013-11-14,74.687141,75.611427,74.552856,75.451431,67.89724,70604800.0
2013-11-15,75.225716,75.584282,74.927139,74.998573,67.489693,79480100.0
2013-11-18,74.998573,75.312859,74.028572,74.089996,66.672089,61236000.0
2013-11-19,74.147141,74.76857,73.995712,74.221428,66.790359,52234700.0
2013-11-20,74.175713,74.345711,73.475716,73.571426,66.205444,48479200.0
2013-11-21,73.942856,74.458572,73.381432,74.44857,66.994759,65506700.0
2013-11-22,74.21714,74.594284,74.075714,74.257141,66.822495,55931400.0
2013-11-25,74.431427,75.124283,74.428574,74.82,67.32901,57327900.0
2013-11-26,74.874283,76.591431,74.85714,76.199997,68.570824,100345700.0
2013-11-27,76.615715,78.0,76.199997,77.994286,70.185463,90862100.0
2013-11-29,78.497147,79.761429,78.258568,79.438568,71.485153,79531900.0
2013-12-02,79.714287,80.618568,78.688568,78.747147,70.862946,118136200.0
2013-12-03,79.757141,80.91143,79.668571,80.902855,72.802834,112742000.0
2013-12-04,80.785713,81.312859,80.117142,80.714287,72.633133,94452400.0
2013-12-05,81.807144,82.162857,80.915718,81.128571,73.005959,111895000.0
2013-12-06,80.827141,80.964287,79.938568,80.002853,71.99295,86088100.0
2013-12-09,80.128571,81.368568,80.128571,80.918571,72.816994,80123400.0
2013-12-10,80.511429,81.125717,80.171425,80.792854,72.70385,69567400.0
2013-12-11,81.0,81.567146,79.955711,80.194283,72.165207,89929700.0
2013-12-12,80.305717,80.762856,80.004288,80.077141,72.059807,65572500.0
2013-12-13,80.407143,80.41143,79.095711,79.204285,71.27433,83205500.0
2013-12-16,79.288574,80.377144,79.28714,79.64286,71.668976,70648200.0
2013-12-17,79.401428,79.919998,79.054283,79.284286,71.346321,57475600.0
2013-12-18,78.528572,78.778572,76.971428,78.681427,70.803841,141465800.0
2013-12-19,78.5,78.571426,77.675713,77.779999,69.992645,80077200.0
2013-12-20,77.918571,78.80143,77.831429,78.431427,70.578842,109103400.0
2013-12-23,81.14286,81.531425,80.394287,81.441429,73.287506,125326600.0
2013-12-24,81.412857,81.697144,80.861427,81.095711,72.976387,41888700.0
2013-12-26,81.157143,81.35714,80.482857,80.557144,72.491737,51002000.0
2013-12-27,80.545715,80.629997,79.928574,80.012856,72.001923,56471100.0
2013-12-30,79.637146,80.012856,78.902855,79.21714,71.285904,63407400.0
2013-12-31,79.167145,80.182854,79.14286,80.145714,72.121513,55771100.0
2014-01-02,79.382858,79.575714,78.860001,79.01857,71.107201,58671200.0
2014-01-03,78.980003,79.099998,77.204285,77.28286,69.545288,98116900.0
2014-01-06,76.778572,78.114288,76.228569,77.704285,69.924515,103152700.0
2014-01-07,77.760002,77.994286,76.845711,77.148575,69.424438,79302300.0
2014-01-08,76.972855,77.937141,76.955711,77.637146,69.864105,64632400.0
2014-01-09,78.114288,78.122856,76.478569,76.645714,68.971939,69787200.0
2014-01-10,77.118568,77.257141,75.872856,76.134285,68.511696,76244000.0
2014-01-13,75.701431,77.5,75.697144,76.53286,68.870354,94623200.0
2014-01-14,76.888573,78.104286,76.808571,78.055717,70.240776,83140400.0
2014-01-15,79.074287,80.028572,78.808571,79.622856,71.651016,97909700.0
2014-01-16,79.271431,79.550003,78.811432,79.178574,71.25119,57319500.0
2014-01-17,78.78286,78.867142,77.128571,77.238571,69.505417,106684900.0
2014-01-21,77.284286,78.581429,77.202858,78.438568,70.585274,82131700.0
2014-01-22,78.701431,79.612854,78.258568,78.78714,70.898949,94996300.0
2014-01-23,78.562859,79.5,77.830002,79.454285,71.499313,100809800.0
2014-01-24,79.14286,79.374283,77.821426,78.010002,70.199638,107338700.0
2014-01-27,78.581429,79.257141,77.964287,78.64286,70.769104,138719700.0
2014-01-28,72.68,73.571426,71.724289,72.35714,65.112747,266380800.0
2014-01-29,71.992859,72.48143,71.23143,71.535713,64.373535,125702500.0
2014-01-30,71.791428,72.35714,70.957146,71.397141,64.248833,169625400.0
2014-01-31,70.739998,71.647141,70.507141,71.514282,64.354248,116199300.0
2014-02-03,71.80143,72.53286,71.328575,71.647141,64.473801,100366000.0
2014-02-04,72.264282,72.779999,71.822861,72.684288,65.407135,94170300.0
2014-02-05,72.365715,73.611427,72.321426,73.227142,65.89563,82086200.0
2014-02-06,72.865715,73.35714,72.544289,73.215714,66.279694,64441300.0
2014-02-07,74.482857,74.704285,73.91143,74.239998,67.206963,92570100.0
2014-02-10,74.094284,75.998573,74.0,75.57,68.41095,86389800.0
2014-02-11,75.80143,76.821426,75.64286,76.565712,69.312332,70564200.0
2014-02-12,76.707146,77.080002,76.177139,76.559998,69.307167,77025200.0
2014-02-13,76.379997,77.835716,76.314285,77.775711,70.407707,76849500.0
2014-02-14,77.495712,77.997147,77.315712,77.71286,70.35083,68231100.0
2014-02-18,78.0,78.741432,77.944283,77.998573,70.609474,65062900.0
2014-02-19,77.821426,78.127144,76.335716,76.767143,69.494705,78442000.0
2014-02-20,76.141426,76.714287,75.571426,75.878571,68.690308,76464500.0
2014-02-21,76.112854,76.367142,74.942856,75.035713,67.927292,69696200.0
2014-02-24,74.735718,75.702858,74.631432,75.364288,68.224747,72227400.0
2014-02-25,75.625717,75.652855,74.428574,74.580002,67.51474,57988000.0
2014-02-26,74.80143,75.0,73.657143,73.907143,66.905632,69054300.0
2014-02-27,73.877144,75.540001,73.721428,75.381432,68.240265,75470500.0
2014-02-28,75.582855,76.10714,74.58857,75.177139,68.055313,92992200.0
2014-03-03,74.774284,75.807144,74.687141,75.394287,68.2519,59695300.0
2014-03-04,75.85714,76.091431,75.395714,75.891426,68.701942,64785000.0
2014-03-05,75.845711,76.39286,75.589996,76.05143,68.846786,50015700.0
2014-03-06,76.112854,76.348572,75.442856,75.821426,68.638573,46372200.0
2014-03-07,75.870003,75.997147,75.150002,75.777145,68.59848,55182400.0
2014-03-10,75.480003,76.190002,75.477142,75.845711,68.660553,44646000.0
2014-03-11,76.492859,76.96286,76.084282,76.584282,69.32914,69806100.0
2014-03-12,76.358574,76.764282,76.0,76.658569,69.3964,49831600.0
